Date,Open,High,Low,Close
02/17/2015, 15.86, 16.33, 15.53, 15.80
02/18/2015, 16.74, 16.74, 15.44, 15.45
02/19/2015, 16.11, 16.22, 15.10, 15.29
02/20/2015, 15.73, 16.29, 14.27, 14.30
02/23/2015, 15.05, 15.48, 14.49, 14.56
02/24/2015, 14.50, 14.63, 13.53, 13.69
02/25/2015, 13.64, 14.06, 12.86, 13.84
02/26/2015, 13.55, 14.57, 13.55, 13.91
02/27/2015, 14.07, 14.17, 13.29, 13.34
03/02/2015, 13.90, 13.90, 12.87, 13.04
03/03/2015, 13.35, 14.69, 13.25, 13.86
03/04/2015, 14.31, 15.33, 14.13, 14.23
03/05/2015, 14.01, 14.58, 13.88, 14.04
03/06/2015, 14.61, 15.83, 14.18, 15.20
03/09/2015, 15.72, 15.76, 14.71, 15.06
03/10/2015, 16.47, 16.91, 16.03, 16.69
03/11/2015, 16.44, 17.19, 16.29, 16.87
03/12/2015, 16.45, 16.45, 15.30, 15.42
03/13/2015, 15.47, 16.74, 15.32, 16.00
03/16/2015, 15.78, 15.89, 15.36, 15.61
03/17/2015, 16.31, 16.37, 15.66, 15.66
03/18/2015, 14.60, 16.29, 13.38, 13.97
03/19/2015, 14.68, 14.97, 13.84, 14.07
03/20/2015, 13.52, 13.53, 12.54, 13.02
03/23/2015, 13.52, 13.53, 12.89, 13.41
03/24/2015, 13.36, 13.68, 12.59, 13.62
03/25/2015, 13.26, 15.55, 13.20, 15.44
03/26/2015, 16.64, 17.19, 15.23, 15.80
03/27/2015, 15.73, 15.83, 14.19, 15.07
03/30/2015, 14.76, 14.76, 14.08, 14.51
03/31/2015, 14.97, 15.74, 14.33, 15.29
04/01/2015, 15.32, 16.66, 15.08, 15.11
04/02/2015, 15.30, 15.51, 14.27, 14.67
04/06/2015, 15.75, 15.76, 14.04, 14.74
04/07/2015, 14.57, 14.81, 14.01, 14.78
04/08/2015, 14.59, 14.77, 13.75, 13.98
04/09/2015, 14.14, 14.59, 13.09, 13.09
04/10/2015, 13.20, 13.26, 12.51, 12.58
04/13/2015, 13.17, 14.31, 12.71, 13.94
04/14/2015, 14.34, 14.74, 13.64, 13.67
04/15/2015, 13.58, 13.58, 12.83, 12.84
04/16/2015, 13.27, 13.35, 12.50, 12.60
04/17/2015, 13.97, 15.02, 13.73, 13.89
04/20/2015, 13.67, 13.67, 12.83, 13.30
04/21/2015, 12.75, 13.51, 12.66, 13.25
04/22/2015, 12.97, 13.80, 12.57, 12.71
04/23/2015, 12.96, 12.96, 12.12, 12.48
04/24/2015, 12.21, 13.02, 12.16, 12.29
04/27/2015, 12.34, 13.40, 12.33, 13.12
04/28/2015, 13.26, 14.23, 12.41, 12.41
04/29/2015, 13.44, 14.34, 12.61, 13.39
04/30/2015, 13.89, 15.29, 12.49, 14.55
05/01/2015, 13.98, 13.98, 12.68, 12.70
05/04/2015, 13.12, 13.18, 12.10, 12.85
05/05/2015, 13.21, 14.41, 12.97, 14.31
05/06/2015, 13.93, 16.36, 13.89, 15.15
05/07/2015, 15.48, 15.97, 14.81, 15.13
05/08/2015, 13.36, 13.42, 12.70, 12.86
05/11/2015, 13.35, 13.85, 13.00, 13.85
05/12/2015, 14.73, 15.13, 13.73, 13.86
05/13/2015, 13.63, 14.04, 13.06, 13.76
05/14/2015, 13.14, 13.29, 12.72, 12.74
05/15/2015, 12.46, 13.09, 12.35, 12.38
05/18/2015, 13.08, 13.22, 12.55, 12.73
05/19/2015, 12.95, 13.13, 12.55, 12.85
05/20/2015, 12.90, 13.27, 12.62, 12.88
05/21/2015, 13.03, 13.09, 12.09, 12.11
05/22/2015, 12.37, 12.37, 11.82, 12.13
05/26/2015, 13.45, 14.63, 13.34, 14.06
05/27/2015, 14.16, 14.41, 13.05, 13.27
05/28/2015, 13.49, 13.99, 13.31, 13.31
05/29/2015, 13.59, 14.43, 13.40, 13.84
06/01/2015, 13.92, 14.86, 13.47, 13.97
06/02/2015, 14.72, 15.05, 13.59, 14.24
06/03/2015, 13.73, 14.20, 13.40, 13.66
06/04/2015, 14.57, 15.49, 13.99, 14.71
06/05/2015, 15.01, 15.65, 14.21, 14.21
06/08/2015, 14.84, 15.50, 14.67, 15.29
06/09/2015, 15.18, 15.74, 14.47, 14.47
06/10/2015, 14.24, 14.37, 12.96, 13.22
06/11/2015, 13.04, 13.22, 12.56, 12.85
06/12/2015, 13.31, 14.02, 13.30, 13.78
06/15/2015, 15.48, 15.57, 14.91, 15.39
06/16/2015, 15.62, 15.62, 14.81, 14.81
06/17/2015, 14.66, 15.49, 14.07, 14.50
06/18/2015, 14.03, 14.03, 12.54, 13.19
06/19/2015, 13.35, 14.00, 12.96, 13.96
06/22/2015, 13.42, 13.46, 12.43, 12.74
06/23/2015, 12.50, 12.68, 11.93, 12.11
06/24/2015, 12.57, 13.33, 12.01, 13.26
06/25/2015, 12.96, 14.16, 12.92, 14.01
06/26/2015, 14.13, 14.91, 13.64, 14.02
06/29/2015, 16.70, 19.50, 15.82, 18.85
06/30/2015, 17.60, 19.80, 17.49, 18.23
07/01/2015, 16.63, 17.26, 15.65, 16.09
07/02/2015, 15.43, 17.48, 15.39, 16.79
07/06/2015, 18.65, 18.95, 16.57, 17.01
07/07/2015, 17.22, 19.20, 15.93, 16.09
07/08/2015, 17.38, 19.76, 16.94, 19.66
07/09/2015, 17.46, 20.05, 17.20, 19.97
07/10/2015, 17.45, 18.17, 16.60, 16.83
07/13/2015, 15.29, 15.36, 13.82, 13.90
07/14/2015, 13.91, 13.95, 12.90, 13.37
07/15/2015, 13.35, 13.97, 12.81, 13.23
07/16/2015, 12.59, 12.61, 11.87, 12.11
07/17/2015, 11.77, 12.22, 11.77, 11.95
07/20/2015, 12.25, 12.37, 11.71, 12.25
07/21/2015, 12.42, 12.79, 12.21, 12.22
07/22/2015, 12.77, 12.83, 12.05, 12.12
07/23/2015, 12.06, 13.08, 11.73, 12.64
07/24/2015, 12.87, 14.73, 12.86, 13.74
07/27/2015, 15.60, 16.27, 15.03, 15.60
07/28/2015, 14.87, 15.62, 13.32, 13.44
07/29/2015, 13.57, 13.59, 11.85, 12.50
07/30/2015, 12.72, 13.42, 12.09, 12.13
07/31/2015, 12.03, 12.63, 11.82, 12.12
08/03/2015, 12.85, 13.55, 12.32, 12.56
08/04/2015, 12.66, 13.22, 12.29, 13.00
08/05/2015, 12.02, 12.72, 10.88, 12.51
08/06/2015, 12.20, 14.25, 12.16, 13.77
08/07/2015, 13.57, 14.58, 13.29, 13.39
08/10/2015, 12.73, 12.78, 12.18, 12.23
08/11/2015, 13.24, 14.33, 13.02, 13.71
08/12/2015, 15.19, 16.28, 13.45, 13.61
08/13/2015, 13.87, 14.33, 13.06, 13.49
08/14/2015, 13.69, 13.87, 12.80, 12.83
08/17/2015, 14.32, 14.52, 13.01, 13.02
08/18/2015, 13.41, 13.94, 13.17, 13.79
08/19/2015, 14.84, 15.96, 13.73, 15.25
08/20/2015, 16.55, 19.24, 16.13, 19.14
08/21/2015, 22.55, 28.38, 20.80, 28.03
08/24/2015, 28.03, 53.29, 28.03, 40.74
08/25/2015, 31.13, 38.06, 28.08, 36.02
08/26/2015, 31.13, 35.62, 28.67, 30.32
08/27/2015, 27.11, 29.90, 24.49, 26.10
08/28/2015, 26.69, 29.20, 25.77, 26.05
08/31/2015, 27.03, 29.37, 26.63, 28.43
09/01/2015, 31.91, 33.82, 29.91, 31.40
09/02/2015, 29.14, 30.45, 24.77, 26.09
09/03/2015, 25.21, 26.31, 23.45, 25.61
09/04/2015, 27.43, 29.47, 25.68, 27.80
09/08/2015, 25.05, 26.25, 24.13, 24.90
09/09/2015, 22.39, 26.82, 21.51, 26.23
09/10/2015, 26.87, 27.22, 23.53, 24.37
09/11/2015, 25.38, 25.81, 23.15, 23.20
09/14/2015, 24.03, 25.32, 23.64, 24.25
09/15/2015, 23.28, 23.77, 22.13, 22.54
09/16/2015, 22.57, 22.94, 21.09, 21.35
09/17/2015, 21.54, 23.33, 17.87, 21.14
09/18/2015, 23.07, 23.99, 20.98, 22.28
09/21/2015, 21.97, 22.48, 20.05, 20.14
09/22/2015, 22.97, 26.29, 22.25, 22.44
09/23/2015, 22.09, 23.20, 21.14, 22.13
09/24/2015, 23.53, 25.30, 21.81, 23.47
09/25/2015, 21.12, 24.29, 20.81, 23.62
09/28/2015, 25.02, 28.33, 24.94, 27.63
09/29/2015, 26.57, 28.20, 25.76, 26.83
09/30/2015, 24.64, 25.88, 23.25, 24.50
10/01/2015, 23.14, 25.23, 22.55, 22.55
10/02/2015, 23.99, 24.47, 20.35, 20.94
10/05/2015, 20.31, 20.42, 19.14, 19.54
10/06/2015, 19.54, 20.32, 18.82, 19.40
10/07/2015, 18.96, 19.73, 18.33, 18.40
10/08/2015, 18.62, 19.02, 16.34, 17.42
10/09/2015, 17.15, 18.20, 16.89, 17.08
10/12/2015, 17.68, 17.81, 16.15, 16.17
10/13/2015, 17.08, 17.70, 16.14, 17.67
10/14/2015, 17.67, 18.78, 17.30, 18.03
10/15/2015, 17.62, 17.85, 16.04, 16.05
10/16/2015, 15.64, 16.86, 15.05, 15.05
10/19/2015, 15.68, 16.23, 14.82, 14.98
10/20/2015, 15.17, 16.34, 14.72, 15.75
10/21/2015, 14.98, 16.70, 14.41, 16.70
10/22/2015, 15.02, 15.92, 14.45, 14.45
10/23/2015, 13.46, 15.12, 13.24, 14.46
10/26/2015, 14.76, 15.43, 14.68, 15.29
10/27/2015, 15.75, 15.99, 14.78, 15.43
10/28/2015, 15.14, 15.73, 12.80, 14.33
10/29/2015, 14.80, 15.46, 14.33, 14.61
10/30/2015, 14.60, 15.39, 14.00, 15.07
11/02/2015, 15.41, 15.51, 13.67, 14.15
11/03/2015, 14.33, 14.73, 13.81, 14.54
11/04/2015, 14.04, 15.88, 13.96, 15.51
11/05/2015, 15.39, 16.39, 15.00, 15.05
11/06/2015, 14.91, 16.00, 14.32, 14.33
11/09/2015, 15.34, 17.09, 15.14, 16.52
11/10/2015, 16.69, 16.96, 15.24, 15.29
11/11/2015, 15.07, 16.15, 15.02, 16.06
11/12/2015, 17.06, 18.50, 16.65, 18.37
11/13/2015, 18.68, 20.67, 18.20, 20.08
11/16/2015, 20.51, 20.55, 17.25, 18.16
11/17/2015, 17.82, 19.59, 16.86, 18.84
11/18/2015, 19.01, 19.45, 16.80, 16.85
11/19/2015, 16.25, 18.26, 16.00, 16.99
11/20/2015, 16.13, 16.38, 15.47, 15.47
11/23/2015, 16.15, 16.74, 15.38, 15.62
11/24/2015, 16.53, 17.21, 15.48, 15.93
11/25/2015, 15.55, 15.89, 15.05, 15.19
11/27/2015, 15.31, 16.09, 15.12, 15.12
11/30/2015, 15.55, 16.57, 15.52, 16.13
12/01/2015, 15.61, 16.34, 14.63, 14.67
12/02/2015, 15.04, 16.49, 14.71, 15.91
12/03/2015, 15.87, 19.35, 15.86, 18.11
12/04/2015, 17.43, 17.65, 14.69, 14.81
12/07/2015, 15.65, 17.18, 15.58, 15.84
12/08/2015, 17.69, 18.33, 16.52, 17.60
12/09/2015, 18.05, 20.13, 15.72, 19.61
12/10/2015, 19.25, 19.72, 18.13, 19.34
12/11/2015, 21.36, 25.27, 20.88, 24.39
12/14/2015, 24.70, 26.81, 21.47, 22.73
12/15/2015, 20.76, 21.62, 20.02, 20.95
12/16/2015, 19.25, 20.24, 17.12, 17.86
12/17/2015, 16.18, 19.05, 16.13, 18.94
12/18/2015, 19.34, 23.30, 18.75, 20.70
12/21/2015, 19.64, 20.21, 18.70, 18.70
12/22/2015, 17.61, 18.22, 16.60, 16.60
12/23/2015, 15.86, 16.25, 15.33, 15.57
12/24/2015, 15.44, 15.88, 14.45, 15.74
12/28/2015, 17.65, 18.13, 16.88, 16.91
12/29/2015, 15.91, 16.48, 15.63, 16.08
12/30/2015, 16.50, 17.42, 16.50, 17.29
12/31/2015, 17.97, 20.39, 17.51, 18.21
01/04/2016, 22.48, 23.36, 20.67, 20.70
01/05/2016, 20.75, 21.06, 19.25, 19.34
01/06/2016, 21.67, 21.86, 19.80, 20.59
01/07/2016, 23.22, 25.86, 22.40, 24.99
01/08/2016, 22.96, 27.08, 22.48, 27.01
01/11/2016, 25.58, 27.39, 23.83, 24.30
01/12/2016, 22.97, 23.93, 21.91, 22.47
01/13/2016, 21.72, 26.11, 21.44, 25.22
01/14/2016, 24.75, 26.28, 23.07, 23.95
01/15/2016, 28.96, 30.95, 26.67, 27.02
01/19/2016, 25.40, 27.59, 25.21, 26.05
01/20/2016, 27.78, 32.09, 26.59, 27.59
01/21/2016, 27.79, 28.43, 25.01, 26.69
01/22/2016, 24.21, 24.55, 22.22, 22.34
01/25/2016, 23.30, 24.31, 22.38, 24.15
01/26/2016, 23.75, 24.02, 22.33, 22.50
01/27/2016, 22.88, 27.22, 20.42, 23.11
01/28/2016, 22.15, 23.81, 21.90, 22.42
01/29/2016, 21.59, 21.74, 19.50, 20.20
02/01/2016, 21.32, 23.66, 19.61, 19.98
02/02/2016, 21.34, 22.42, 21.06, 21.98
02/03/2016, 21.49, 27.70, 21.42, 21.65
02/04/2016, 22.29, 23.14, 21.24, 21.84
02/05/2016, 22.09, 24.11, 21.91, 23.38
02/08/2016, 25.89, 27.72, 25.56, 26.00
02/09/2016, 28.30, 28.31, 25.99, 26.54
02/10/2016, 25.75, 26.60, 24.47, 26.29
02/11/2016, 29.01, 30.90, 26.67, 28.14
02/12/2016, 27.16, 27.57, 24.92, 25.40
02/16/2016, 24.96, 25.52, 23.32, 24.11
02/17/2016, 23.40, 24.16, 21.83, 22.31
02/18/2016, 22.16, 22.53, 21.29, 21.64
02/19/2016, 22.39, 23.44, 20.52, 20.53
02/22/2016, 20.14, 20.35, 19.02, 19.38
02/23/2016, 19.75, 21.16, 19.54, 20.98
02/24/2016, 22.28, 22.87, 20.26, 20.72
02/25/2016, 20.54, 21.26, 19.10, 19.11
02/26/2016, 18.89, 20.13, 18.46, 19.81
02/29/2016, 20.49, 20.81, 18.38, 20.55
03/01/2016, 19.84, 20.17, 17.66, 17.70
03/02/2016, 17.98, 18.41, 16.78, 17.09
03/03/2016, 17.25, 17.56, 16.32, 16.70
03/04/2016, 16.48, 17.35, 16.05, 16.86
03/07/2016, 17.98, 18.04, 16.87, 17.35
03/08/2016, 18.38, 18.89, 17.82, 18.67
03/09/2016, 18.56, 19.11, 18.31, 18.34
03/10/2016, 18.17, 19.59, 17.06, 18.05
03/11/2016, 17.09, 17.27, 16.28, 16.50
03/14/2016, 17.01, 17.67, 16.69, 16.92
03/15/2016, 17.60, 17.85, 16.84, 16.84
03/16/2016, 15.96, 16.33, 14.89, 14.99
03/17/2016, 15.34, 15.38, 13.82, 14.44
03/18/2016, 14.05, 14.36, 13.75, 14.02
03/21/2016, 14.57, 14.73, 13.79, 13.79
03/22/2016, 14.57, 14.76, 13.75, 14.17
03/23/2016, 14.57, 15.03, 14.33, 14.94
03/24/2016, 16.30, 16.44, 14.71, 14.74
03/28/2016, 15.65, 16.04, 14.89, 15.24
03/29/2016, 15.74, 15.89, 13.79, 13.82
03/30/2016, 13.69, 13.89, 13.06, 13.56
03/31/2016, 13.73, 14.28, 13.49, 13.95
04/01/2016, 15.23, 15.28, 13.00, 13.10
04/04/2016, 13.88, 14.24, 13.66, 14.12
04/05/2016, 15.39, 15.72, 14.93, 15.42
04/06/2016, 15.61, 15.98, 14.00, 14.09
04/07/2016, 15.14, 16.77, 14.68, 16.16
04/08/2016, 15.34, 15.93, 14.84, 15.36
04/11/2016, 15.34, 16.26, 14.83, 16.26
04/12/2016, 15.98, 16.57, 14.84, 14.85
04/13/2016, 14.49, 14.53, 13.60, 13.84
04/14/2016, 13.90, 14.12, 13.38, 13.72
04/15/2016, 13.77, 14.19, 13.58, 13.62
04/18/2016, 14.87, 14.94, 13.23, 13.35
04/19/2016, 13.18, 13.88, 12.98, 13.24
04/20/2016, 13.39, 13.50, 12.50, 13.28
04/21/2016, 13.20, 14.14, 13.16, 13.95
04/22/2016, 13.70, 14.19, 13.15, 13.22
04/25/2016, 14.07, 14.76, 13.86, 14.08
04/26/2016, 14.01, 14.43, 13.66, 13.96
04/27/2016, 14.15, 14.95, 13.50, 13.77
04/28/2016, 14.53, 15.61, 13.30, 15.22
04/29/2016, 15.21, 17.09, 14.91, 15.70
05/02/2016, 16.33, 16.50, 14.48, 14.68
05/03/2016, 14.92, 16.42, 14.91, 15.60
05/04/2016, 15.47, 16.85, 15.39, 16.05
05/05/2016, 15.54, 16.45, 15.22, 15.91
05/06/2016, 16.20, 16.58, 14.71, 14.72
05/09/2016, 15.20, 15.39, 14.17, 14.57
05/10/2016, 13.98, 14.35, 13.55, 13.63
05/11/2016, 13.92, 14.69, 13.29, 14.69
05/12/2016, 14.55, 15.42, 13.95, 14.41
05/13/2016, 15.15, 15.47, 13.97, 15.04
05/16/2016, 15.72, 15.98, 14.28, 14.68
05/17/2016, 14.57, 16.12, 14.48, 15.57
05/18/2016, 15.72, 16.47, 14.86, 15.95
05/19/2016, 16.37, 17.65, 16.28, 16.33
05/20/2016, 16.13, 16.30, 15.11, 15.20
05/23/2016, 16.33, 16.47, 15.40, 15.82
05/24/2016, 16.03, 16.06, 14.36, 14.42
05/25/2016, 14.19, 14.33, 13.64, 13.90
05/26/2016, 13.80, 14.11, 13.43, 13.43
05/27/2016, 13.49, 13.76, 13.04, 13.12
05/31/2016, 13.94, 15.00, 13.45, 14.19
06/01/2016, 14.45, 15.25, 14.18, 14.20
06/02/2016, 14.42, 14.92, 13.62, 13.63
06/03/2016, 13.78, 14.66, 12.90, 13.47
06/06/2016, 13.84, 14.27, 13.42, 13.65
06/07/2016, 12.77, 14.05, 12.72, 14.05
06/08/2016, 13.84, 14.27, 13.70, 14.08
06/09/2016, 14.01, 14.85, 13.99, 14.64
06/10/2016, 14.89, 17.33, 14.85, 17.03
06/13/2016, 18.24, 21.01, 17.89, 20.97
06/14/2016, 21.28, 22.16, 20.27, 20.50
06/15/2016, 20.25, 20.45, 18.63, 20.14
06/16/2016, 20.80, 22.89, 19.24, 19.37
06/17/2016, 19.42, 20.03, 18.71, 19.41
06/20/2016, 17.42, 18.55, 16.59, 18.37
06/21/2016, 17.67, 18.96, 16.91, 18.48
06/22/2016, 18.26, 21.22, 17.83, 21.17
06/23/2016, 19.54, 19.79, 17.25, 17.25
06/24/2016, 26.06, 26.24, 19.48, 25.76
06/27/2016, 24.38, 26.72, 22.93, 23.85
06/28/2016, 21.76, 22.07, 18.75, 18.75
06/29/2016, 18.12, 18.27, 16.48, 16.64
06/30/2016, 16.91, 16.99, 15.29, 15.63
07/01/2016, 15.59, 15.86, 14.61, 14.77
07/05/2016, 16.05, 16.62, 15.49, 15.58
07/06/2016, 15.87, 17.04, 14.96, 14.96
07/07/2016, 14.80, 15.98, 14.33, 14.76
07/08/2016, 14.64, 14.75, 13.19, 13.20
07/11/2016, 13.25, 13.67, 13.00, 13.54
07/12/2016, 12.93, 13.93, 12.75, 13.55
07/13/2016, 13.32, 13.79, 12.92, 13.04
07/14/2016, 12.50, 13.37, 12.14, 12.82
07/15/2016, 13.12, 13.22, 12.27, 12.67
07/18/2016, 12.75, 13.12, 12.33, 12.44
07/19/2016, 12.53, 12.83, 11.94, 11.97
07/20/2016, 11.94, 11.97, 11.40, 11.77
07/21/2016, 11.80, 13.06, 11.69, 12.74
07/22/2016, 12.80, 12.88, 11.97, 12.02
07/25/2016, 12.64, 13.72, 12.39, 12.87
07/26/2016, 12.88, 13.50, 12.80, 13.05
07/27/2016, 12.61, 13.74, 12.50, 12.83
07/28/2016, 12.51, 13.52, 12.36, 12.72
07/29/2016, 12.85, 12.90, 11.77, 11.87
08/01/2016, 11.89, 12.98, 11.86, 12.44
08/02/2016, 12.39, 14.24, 12.35, 13.37
08/03/2016, 13.53, 13.91, 12.73, 12.86
08/04/2016, 12.73, 12.98, 11.79, 12.42
08/05/2016, 12.08, 12.26, 11.18, 11.39
08/08/2016, 11.66, 11.78, 11.41, 11.50
08/09/2016, 11.40, 11.92, 11.02, 11.66
08/10/2016, 11.55, 12.50, 11.37, 12.05
08/11/2016, 11.93, 12.11, 11.38, 11.68
08/12/2016, 11.61, 12.00, 11.28, 11.55
08/15/2016, 11.81, 12.17, 11.58, 11.81
08/16/2016, 12.04, 12.78, 11.87, 12.64
08/17/2016, 12.57, 13.71, 12.14, 12.19
08/18/2016, 12.20, 12.53, 11.42, 11.43
08/19/2016, 11.67, 12.28, 11.33, 11.34
08/22/2016, 12.53, 13.02, 11.94, 12.27
08/23/2016, 12.15, 12.44, 11.72, 12.38
08/24/2016, 12.70, 14.01, 12.30, 13.45
08/25/2016, 13.62, 14.09, 13.29, 13.63
08/26/2016, 13.54, 14.93, 12.13, 13.65
08/29/2016, 14.09, 14.43, 12.90, 12.94
08/30/2016, 12.94, 13.60, 12.70, 13.12
08/31/2016, 13.14, 14.34, 12.97, 13.42
09/01/2016, 13.07, 14.61, 12.99, 13.48
09/02/2016, 13.47, 13.90, 11.90, 11.98
09/06/2016, 12.42, 12.93, 11.85, 12.02
09/07/2016, 11.89, 12.45, 11.77, 11.94
09/08/2016, 11.74, 12.60, 11.65, 12.51
09/09/2016, 12.52, 17.54, 12.52, 17.50
09/12/2016, 20.13, 20.51, 14.76, 15.16
09/13/2016, 15.98, 18.97, 15.83, 17.85
09/14/2016, 17.63, 18.14, 16.34, 18.14
09/15/2016, 17.97, 18.07, 15.74, 16.30
09/16/2016, 16.41, 17.10, 15.28, 15.37
